app	review	rating	sentiment	vader_compound	theme
PayPal	money was on hold until I sent it back to the sender	3	neutral	0	Features
PayPal	Buggy, could not open after entering password. After choose to reset password, have verified using email, it ask for another verification. Through call, it gave the code but have tried entering the code, it says wrong code, even after multiple tries. Verification through message, no message received. The only option left is to verify through card, but I would not do it. This app does not deserve trust and very suspicious.	1	negative	-0.9348	Stability
PayPal	nice and smooth apps	5	positive	0.4215	Other
PayPal	this wallet app is nice and usefull,, also compatible on the other app for transferring fund.. this wallet is a worldwide compatible on the other country's	5	positive	0.4215	Features
PayPal	Best!	5	positive	0.6696	Other
PayPal	My account has been limited permanently for no reason after submit my identity, this is ðŸ‘ŽðŸ‘ŽðŸ‘ŽðŸ‘ŽðŸ‘Ž	1	negative	-0.4767	Account
PayPal	not trusted	1	negative	-0.3724	Other
PayPal	It's good	4	positive	0.4404	Other
PayPal	sucks	3	negative	-0.3612	Other
PayPal	The best ever.	5	positive	0.6369	Other
PayPal	Love this app!	5	positive	0.6696	Other
PayPal	very efficient.	5	positive	0.4754	Other
PayPal	Bought it but it didnt download.	1	neutral	0	Other
PayPal	I tried connecting my bank and even after 48 hours of removing it I couldn't re-add it at all, it's incredibly buggy as well.	1	positive	0.3321	Stability
PayPal	What's the use of locking card if payments still going through? So don't bother locking card. other than that it's a pretty good card. u	3	positive	0.8133	Features
PayPal	My recent PayPal experience compels me to discontinue their services. I paid $199.95 for an item from Universal Store via PayPal. Despite tracking showing delivery, I never received it. Universal Store disconnected my call when I reported the issue. PayPal presented a delivery image, but I countered with a photo of my residence showing a clear discrepancy. PayPal sided with the merchant, costing me $199.95 and my daughter's birthday gift. Both companies' conduct was unacceptable.	1	positive	0.5023	Other
PayPal	I can't go to the PayPal Debit Card tab to check the card details and check/change the linked payment method. It's so annoying. I contacted human agents on the live chat, they either end the chat before I could react or simply just ignored the issue and claimed that there was no impact on usage. Ridiculous.	1	negative	-0.8588	Features
PayPal	good	4	positive	0.4404	Other
PayPal	magical!	5	neutral	0	Other
PayPal	why this app doesn't answer to a user what's the reason why he/she can't top up his/her account by using his/her VERIFIED bank card?	1	negative	-0.1511	Account
PayPal	app always plays up, cant activate debit card (says there is a problem). contact us button is just a generic AI assistant that is useless	1	negative	-0.2023	Features
PayPal	I love this app but I still don't have a PayPal card for me	5	positive	0.3818	Features
PayPal	easy to use simple to transfer or receive money .	5	positive	0.4404	UX
PayPal	Makes personal and business transactions easy!	5	positive	0.4926	UX
PayPal	paypal I loved using your wallet but pls fix some minor isues. such as sending request etc.	4	positive	0.4404	Features
PayPal	this app has no purpose. I can't access the money sent to me, can't spend it. can't send it, can't pay anything. it doesn't accept my debit card, and won't do anything with out being linked to a bank. the thing is. anyth8ng I would do with paypal, I can do with a bank. I don't see any point on the redundant layering of a pseudo platform that cannot function on its own and requires a bank in order to conduct any transaction. what a waste of time, and I can't get the money that was sent to me.	1	negative	-0.7085	UX
PayPal	love it	5	positive	0.6369	Other
PayPal	Quick, efficient way to send money.	5	positive	0.4215	UX
PayPal	keeps getting better and easier to use.	5	positive	0.6908	Other
PayPal	keeps stoping	3	neutral	0	Other
PayPal	Easy to navigate.	5	positive	0.4404	UX
PayPal	This payment app is terrible. I had to verify myself three times, yet the verification was never completed. Please fix your verification process and stop harassing users.	1	negative	-0.8677	Account
PayPal	I feel secure with paying through PayPal online. I don't need to give my Credit Card information out and risk it being hacked.	5	positive	0.0516	Features
PayPal	Good	5	positive	0.4404	Other
PayPal	if you're in nigeria, DON'T EVEN THINK OF USING THIS APP. These paypal doesn't care about us at all!!, I submitted all the documents they wanted, literally everything. I got banned 3 times for absolutely nothing.	1	negative	-0.7361	Other
PayPal	unsubscribed 3 times. Does nothing. Saw that your fee was deducted thru my PayPal account. checked under Finelo for my supposed account. It appears listed under an erroneous email. Checked under my real email address...says no such account exists(yet I am being billed. Plus, your site said I had several accts. that I know for a fact I have never had, never used, never showed up any where on my phones, and never had subscription/user fees deducted. I do not want your service. Please CANCEL.	1	negative	-0.6863	Account
PayPal	paypal is the best.	5	positive	0.6369	Other
PayPal	Still complicated for novice users.	3	neutral	0	Other
PayPal	it's totally helpful	5	positive	0.4754	Other
PayPal	don't use paypal, this app will reach robbed your money. they will deactivate your account while you have balance and then you will never get your money again	1	neutral	0.0258	Account
PayPal	very easy	5	positive	0.4927	UX
PayPal	no longer allowing me or my family to connect our cashapps, it's also failing my ID verification scans	1	negative	-0.6705	Other
PayPal	awesome	5	positive	0.6249	Other
PayPal	be carefull account limited permanent with no good reason.	1	negative	-0.0516	Account
PayPal	This barely deserves two stars Im being generous. Paypal makes me pay $27 just to pay my rent and it REALLY screws me over. I hate using this app oh my god avoid PayPal please. If you're reading this, CHIME IS FREE. THIS APP IS A WASTE OF YOUR TIME.	2	negative	-0.3666	Other
PayPal	I've never experienced anything but a great functioning app with a beneficial service that works exactly as advertised. Wtg PayPal ty â¤ï¸	5	positive	0.9587	Other
PayPal	good apps	5	positive	0.4404	Other
PayPal	the best , i love this app	5	positive	0.8555	Other
PayPal	this app sucks. I went through the steps to create an account I tried to revive money from a friend and it app flagged my account and shut it down for 180. you can't appeal it. now knowing this even in the future I won't be signing up again because the company can shut your account down and hold on to your funds for 180 days. if you have a large amount in there you would be screwed. I was simply trying to gas money from a friend and this app was nothing but a waste of time	1	positive	0.6806	Account
PayPal	I love PayPal the are very good with everything including privacy concerns	5	positive	0.8122	Other
PayPal	Thank you	5	positive	0.3612	Other
PayPal	I keep trying to use the app and see the details about my card and it keeps telling me that it can't make sure that it's me just like I had trouble trying to change the phone number it says it can't make sure that it's me I had to get in contact with y'all and have y'all personally do it because your app is not working and it does the same thing when I go to your website.	1	negative	-0.4261	Features
PayPal	can't open it	3	neutral	0	Other
PayPal	I've always had pretty good. Thanks experience with this app.I don't use it too much	4	positive	0.8402	Other
PayPal	love paypal easy to use. safe and secure	5	positive	0.9081	UX
PayPal	They allowed Uber Technologies to take $9.99+tax from my account. Within minutes of receiving this notification I notified PayPal but PayPal said it was authorized well it wasn't authorized by me then and I'm not authorizing Uber Technologies to charge me for any reason. Fix my stolen money paypal I'm requesting PayPal to fix my stolen payment they let Uber Technologies steal from. I want my stolen money back now!	1	negative	-0.9502	Account
PayPal	great	5	positive	0.6249	Other
PayPal	can't get my winnings deposited into my PayPal account.	2	negative	-0.431	Account
PayPal	I love this app. it helps me help my children wherever they are quickly and efficiently and they don't charge me for it and I appreciate it. thank you, PayPal	5	positive	0.9468	UX
PayPal	Easy and fast to use	5	positive	0.4404	UX
PayPal	does not give option to change phone number so you can't login to an existing account if you get a new phone number	1	positive	0.1531	Account
PayPal	Garbage app, and even worse customer service. tell me why my friend sending me money makes me a business? customer service was extremely unhelpful. once everything is settled, I am deleting my account and the app. Venmo looks more user friendly if I need someone to send me money.	1	positive	0.5542	Account
PayPal	I love paypal app	5	positive	0.6369	Other
PayPal	this is an easy way for me to manage my spending money.	5	positive	0.4404	UX
PayPal	great platform	5	positive	0.6249	Other
PayPal	Very fast and easy to use.	5	positive	0.4877	UX
PayPal	don't believe what your account states, PayPal or your bank for at least 5 working days, worst payment and transfer software ever	1	negative	-0.6249	Account
PayPal	as good as always	5	positive	0.4404	Other
PayPal	great	5	positive	0.6249	Other
PayPal	I can't transfer my own money to my bank or use it for games online, absolutely pathetic. A complete waste of time gathering money from surveys.	1	negative	-0.7939	Features
PayPal	worked well to pay someone but I was unhappy with the large number of interruptions from PayPal,	4	negative	-0.7543	Other
PayPal	love how we can send money back and forth between PayPal and venmo	5	positive	0.6369	Features
PayPal	excellent	5	positive	0.5719	Other
PayPal	it works well	5	positive	0.2732	Other
PayPal	The third party program they use to verify your bank doesn't work and sends you into a constant loop. Contacting support about any issue is as useful as drinking bleach	1	positive	0.8074	Account
PayPal	Deactivated my account for no reason, and wont reactivate? can't see why it has been deactivated when I havent done anything? How disappointing.	1	negative	-0.6966	Account
PayPal	never except my passwords	1	neutral	0	Account
PayPal	good	5	positive	0.4404	Other
PayPal	Best app ever	5	positive	0.6369	Other
PayPal	if I could do 0 stars I would. Did one transaction where a friend sent me $40. now they have deleted my account and the $40 is being held for 180 days. they do nothing to help. I performed one transaction and you need to hold my money for fees of other charges? there are no other charges. garbage people and garbage company.	1	negative	-0.5358	Account
PayPal	cant reccomend to anyone wanting to use it for their buisness.	1	neutral	0	UX
PayPal	I don't know that much, is my first time using this app	2	neutral	0	Other
PayPal	paypal needs to contact me about my account..can't log in	5	neutral	0	Account
PayPal	perfect ðŸ‘	5	positive	0.5719	Other
PayPal	easy more than banks and legit app ,,, I've never regret wasting my data downloading this app ,it's worth it	5	positive	0.8121	UX
PayPal	best	5	positive	0.6369	Other
PayPal	My expected truth about this wallet pay pal i need to access my information devices setting and support and report for my self and buying and selling transfer money to other account settings and country to other countries and for my self and product and services	5	positive	0.5574	Account
PayPal	For the moment its safe. But you can never change any information about a new address or new card. Put some info and it will change when you die. Even if you try to change it 40.000 times.	3	negative	-0.6597	Features
PayPal	Fantastic Thank you	5	positive	0.7269	Other
PayPal	If unemployed, bored or a toddler, then its a time consuming toy. What happened to drop down menus & words!! I'm an adult, I don't want/need pictures. I want to transfer money not search through endless nonsense like an 'Alice in Wonderland' torture maze. The app is messy, time consuming & a waste of space. Setting up global payments is a pain & I'm super busy, otherwise I'd delete it. It's obviously designed by precocious 9yr old or a useless nepo baby & his pot mates!	1	negative	-0.9423	Account
PayPal	Sarah was very helpful and professional throughout the whole conversation. She explained everything clearly, responded quickly, and made the process much easier for me. Really appreciate the support and positive attitude!	5	positive	0.9548	UX
PayPal	Absolute BS Platform. I'd give it a zero if I could. You're better off using other payment alternatives. Their customer service is useless and only repeat their scripts without help. You'll be running in loops trying to resolve any issue. They don't care for their users even long time using payees. Account deactivations and holds aren't uncommon even if you've never violated policies because the AI overlords can just decide so. Never keep money inside a Paypal account.	1	positive	0.1506	Account
PayPal	Can't log in, always wrong password even it's correct.	1	negative	-0.4767	Account
PayPal	always been really good app	5	positive	0.4927	Other
PayPal	it's nice ðŸ™‚	5	positive	0.4215	Other
PayPal	yep all good	5	positive	0.6249	Other
PayPal	Fast, convenient & super easy to navigate around.	5	positive	0.7783	UX
PayPal	i want to stop allâ¶ payments unsescribe. â¹ thankyou.	1	negative	-0.2263	Features
PayPal	fast and easy to send to PayPal account	5	positive	0.4404	Account
PayPal	When it comes to sending money somewhere quick, and safe, for small transactions between friends, family, and contractors.I only transfer money through PayPal or Zelle, so far PayPal's been superior faster, quicker, seamless and safe way to send money. I definitely recommend PayPal.	5	positive	0.9485	UX
PayPal	this apps is hard to use. I recommend wire over this one	1	positive	0.2732	Other
PayPal	I can't even get past the log in process without the app just redirecting me to the very beginning, I've checked my internet countless times and it works fine for any of my other apps. I don't know how I'm supposed to trust this app with my money when it can't even properly log me in.	1	positive	0.6249	Features
PayPal	Can't access my account because I don't have the phone number I signed up with many years ago. Somehow email, photo and passport verification isn't enough? Ridiculous company	1	positive	0.3421	Account
PayPal	Iâ€™m disappointed with my recent experience using PayPal. My account was permanently limited despite submitting valid verification documents, including proof of business registration and tax documentation as a legitimate sole proprietor. What frustrated me most was the lack of a clear explanation regarding the specific issue or violation connected to my account.	1	negative	-0.8901	Account
PayPal	super	5	positive	0.5994	Other
PayPal	secue fast accurate	4	neutral	0	Other
PayPal	worst thing than ever	1	negative	-0.6249	Other
PayPal	worst app not working anymore	1	negative	-0.6249	Other
PayPal	most disgusting and useless app i ever seen	1	negative	-0.7755	Other
PayPal	Top	5	positive	0.2023	Other
PayPal	good	3	positive	0.4404	Other
PayPal	You don't have to worry PayPal gotcha 150% PayPal can get you paid, and anyone else in your family as well, So don't worry Let's Get It, like ASAP. Thanks too PayPal I make power move.	5	positive	0.8837	Other
PayPal	i have been with PayPal for almost 2 yrs well last month I had an unauthorized transaction I reported on the 3rd and they closed it on my behalf on the 4th said I would receive my money in five business days I call they after five days they seen the transaction but it doesn't show I received it they said they would email me long story short I still don't have my money	1	positive	0.1055	Features
PayPal	It's the worst app that I ever used all other payment apps! In this app there is no security in the payment process and there are more glitches to add the bank account in the paypal account! Plz! I don't recommend using this app!	1	negative	-0.7832	Account
PayPal	only thing im either not acknowledging or not getting credit for are the reward pts. says I have 0 points when ive literally made thousands of $s of transactions just in a month.. maybe I've overlooked the sign up button ( I've looked hard, there isn't one).. but thats small potatoes to an otherwise phenomenal platform.	4	positive	0.1301	Account
PayPal	Constantly nagging about fingerprint, so they can share it with Google and put you in a digital concentration camp. It has absolutely nothing to do with security but ONLY surveillance. It's just another bank ripping you off to make billions.	1	positive	0.1486	Features
PayPal	I got this because I needed it to be able to cash-out on my gaming apps that I do. But it's been pretty good for me so far. I don't like that it charges for transactions but it's not much at least.	4	positive	0.533	Other
PayPal	Oorah	5	neutral	0	Other
PayPal	works well	5	positive	0.2732	Other
PayPal	PayPal taking money out of my account and paying who they thought I owed without my knowledge	2	neutral	0	Account
PayPal	Paypal is really reliable and convenient for sending and receiving money. easy to use, quick and secure. i use this app for paying bills, transfering money and online shopping and it was very somooth.	5	positive	0.6486	UX
PayPal	I am very satisfied with the Pay Pal Service.....I am happy with the service I receive re shopping and donating......definitely 6 STAR. Thankyou, PayPal.	5	positive	0.7501	Other
PayPal	very nice	5	positive	0.4754	Other
PayPal	Happy with this PayPal App. do easy to make payments and send and transfer money too.	5	positive	0.765	UX
PayPal	great app ðŸ‘	5	positive	0.6249	Other
PayPal	absolutely works well	5	positive	0.3353	Other
PayPal	very helpful in sending payments	5	positive	0.4754	Features
PayPal	I really don't know seeing is beliveing	3	neutral	0	Other
PayPal	it's sad how we can't have more debit cards for each new acc we make	1	negative	-0.4767	Features
PayPal	here's how to contact you on the PayPal app which I can't get in. you care so little that its been months and i still havent talked to anyone for help. no morals no respect no service either so far	1	positive	0.5267	Other
PayPal	item never got delivered got scammed for 432 dollars. Ebay and PayPal both rule in favor of seller. Great way to help scamming people's hard earned money become an everyday happening.	1	positive	0.8442	Features
PayPal	Nice ui and widely used but boy... setting up an account and trying to get it unblocked made me cry multiple times. After setting up an account, I recieved a measly $31. Paypal didn't trust me because I was a new account and held it for a few weeks. Later, I recieved another $31 but this time, paypal found it awfully suspicious and blocked my account. I tried doing what it told me to do, photo verify. I did it multiple times but with different errors. I never got that money. Blocked since octobe	1	negative	-0.9601	Stability
PayPal	great	5	positive	0.6249	Other
PayPal	PayPal is and always has been a scam company! their affiliation with Honey just proved. I cannot believe that businesses and private people are using paypal as their only payment option in 2026. Forcing me to use this scam company as well on certain occasions. We need a rating system which goes below ZERO	1	negative	-0.6696	Features
PayPal	I enjoy it	3	positive	0.4939	Other
PayPal	super simple and fast...	5	positive	0.5994	Other
PayPal	Not allowed to set the app to show balance on app open. This app's developers are dumb.	2	negative	-0.5106	Other
PayPal	PayPal has declined significantly compared to 10 years ago. I used this platform for years because of its convenience, but this will be my last time. My issue was never properly resolved, and I lost over $460 from two transactions. Even after contacting their legal team, my case was ignored. Based on my experience, I recommend using other platforms with better customer protection and service. I also donâ€™t recommend PayPal for installment plans if merchant issues arise.	1	positive	0.6622	Account
PayPal	I have spent days now trying to get money off a PayPal they either say my account is blocked or it's not active I tried to make another one like PayPal had told me with no success the money will soon be sent back and I really could use this is there any way that somebody can help me with this thank you	4	positive	0.7365	Account
PayPal	Eine Menge Werbung wird angezeigt . Die Startseite sieht extrem unprofessionell und unÃ¼bersichtlich aus. Die OberflÃ¤che sieht jetzt richtig chaotisch und schlecht aus.	1	negative	-0.8316	Other
PayPal	seems fine?	4	positive	0.2023	Other
PayPal	useful	5	positive	0.4404	Other
PayPal	It is hard to get human customer service, no call center. Cannot clear a security transaction even when I chat with a human customer service. I lost my deal of $10k because of Paypal.	1	negative	-0.7975	Other
PayPal	Please add Dark Theme! My eyes are burning...	3	positive	0.3802	Other
PayPal	best one with that function	5	positive	0.6369	Other
PayPal	paypal is great I'm just having some security issues with my account is all. a resolution is happening today..	5	positive	0.7579	Account
PayPal	my paypal keeps getting hiked into. the person has a number that ends with 30.	1	positive	0.0772	Other
PayPal	nice	5	positive	0.4215	Other
PayPal	absolutely amazing	5	positive	0.624	Other
PayPal	Very active	5	positive	0.4576	Other
PayPal	online app that everyone needs, save	5	positive	0.4939	Other
PayPal	I always wondered why people never wanted to use PayPal and now I see. A friend sent me $50 and they put a hold on it talking about for security reasons. It is May 11th and they won't release it until June 1st. And this isn't the only incident I've had with them. My advice to you, don't trust your money going through here.	2	positive	0.4401	Features
PayPal	very well	5	positive	0.3384	Other
PayPal	I have a PayPal debt, I know nothing about, and pay pal simply won't tell me. biometric finger print given camera photograph taken, I cannot do anything to induce PayPal to tell me what the Â£450 debt is for ah well, while it rolls on, PayPal is a brilliant option and I would trust them with my money.	1	positive	0.6701	Features
PayPal	good apps	5	positive	0.4404	Other
PayPal	love paypal wish give them a ten stars if they had it be	5	positive	0.7845	Other
PayPal	won't let me into my AC with face recognition. hacked	2	negative	-0.4019	Other
PayPal	I CANNOT RESET PASSWORD ..SAID HAVING TROUBLE..NO PHONE IS UNABLE..EMAIL UNABLE !!	2	neutral	0	Account
PayPal	good	5	positive	0.4404	Other
PayPal	does what I need it to do	5	neutral	0	Other
PayPal	when I click on the links, it does not open direct pay screen.	3	positive	0.0762	Other
PayPal	Thought I wouldn't have problems with PayPal until now. I never used it until I used Ko-fi to do commissions and received a 150 for an art piece. Suddenly they deactivated my account of suspicious activities after I did everything and showed proof. Now to wait 3 days for review or 180 until I can receive my 150 from the balance..needed that money to feed my 2 rescue kittens.	1	positive	0.4692	Account
PayPal	It's great app so far and I look forward love it	5	positive	0.8519	Other
PayPal	the best so far	4	positive	0.6369	Other
PayPal	just updated now can't get into my account.	1	neutral	0	Account
PayPal	Hopeless. Have used PayPal for years for payments which always worked then decided to bring more business to them with the PayPal debit card and currencies. Worst decision ever. Useless, as is their customer service, agent simply didn't take my complaint. now closing down my account	1	negative	-0.8407	Account
PayPal	good	4	positive	0.4404	Other
PayPal	ðŸŸ¥ DO NOT DOWNLOAD ðŸŸ¥ PayPal is so unserious, since I downloaded the app and signed up accordingly, it has never been successful. They also had issues every second.	1	negative	-0.4717	Account
PayPal	cool	5	positive	0.3182	Other
PayPal	fast	5	neutral	0	Other
PayPal	I have never had a problem with pay pal..I like how easy it is to use on ebay..its works on a lot of websites these days ..	5	positive	0.7398	UX
PayPal	Excellent	5	positive	0.5719	Other
PayPal	I'm still lost.ðŸ¤” For some reason it wont scan my face. I need some assistance. How do you send the document, ðŸ¤·ðŸ½	1	neutral	0	Other
PayPal	better than the rest.	5	positive	0.4404	Other
PayPal	won't even let me create an account. it won't let me get past the stage of verifying my phone number. I've tried on multiple devices for almost a week at this point. I called customer support twice and they said it's just a glitch and said they can't do anything to help.	1	positive	0.7783	Account
PayPal	scammed my money after pay it in 4 didn't work now it doesn't let me transfer my 100$ back into my bank account total scam of a app don't install	1	negative	-0.6249	Account
PayPal	this so frustrating i created an account and I got banned immediately why? Is that right please fix it and my account please	1	negative	-0.081	Account
